celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score_norm,week1_judge2_score_norm,week1_judge3_score_norm,week1_judge4_score_norm,week2_judge1_score_norm,week2_judge2_score_norm,week2_judge3_score_norm,week2_judge4_score_norm,week3_judge1_score_norm,week3_judge2_score_norm,week3_judge3_score_norm,week3_judge4_score_norm,week4_judge1_score_norm,week4_judge2_score_norm,week4_judge3_score_norm,week4_judge4_score_norm,week5_judge1_score_norm,week5_judge2_score_norm,week5_judge3_score_norm,week5_judge4_score_norm,week6_judge1_score_norm,week6_judge2_score_norm,week6_judge3_score_norm,week6_judge4_score_norm,week7_judge1_score_norm,week7_judge2_score_norm,week7_judge3_score_norm,week7_judge4_score_norm,week8_judge1_score_norm,week8_judge2_score_norm,week8_judge3_score_norm,week8_judge4_score_norm,week9_judge1_score_norm,week9_judge2_score_norm,week9_judge3_score_norm,week9_judge4_score_norm,week10_judge1_score_norm,week10_judge2_score_norm,week10_judge3_score_norm,week10_judge4_score_norm,week11_judge1_score_norm,week11_judge2_score_norm,week11_judge3_score_norm,week11_judge4_score_norm
The Situation,Karina Smirnoff,TV Personality,New York,United States,28,11,Eliminated Week 4,9,-1.134921428,-1.134921428,-1.134921428,0,-0.625517537,-0.625517537,-0.625517537,0,-0.401931252,-1.498107395,-0.401931252,0,-1.154501778,-1.508723914,-1.508723914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,-0.265619909,0.603681611,-0.265619909,0,1.16944583,1.16944583,0.271964147,0,0.69424489,1.790421033,1.790421033,0,0.97083104,0.616608904,0.616608904,0,-0.56225353,0.401609664,0.401609664,0,0.597295034,0.597295034,0.597295034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,-0.265619909,-0.265619909,-0.265619909,0,0.271964147,1.16944583,0.271964147,0,-1.498107395,-1.498107395,-0.401931252,0,-1.154501778,-0.800279641,-0.800279641,0,-1.526116725,-1.526116725,-1.526116725,0,-0.140570391,-0.878435816,-0.140570391,0,-0.395056153,-1.448539228,-1.448539228,-1.448539228,-1.690308509,-1.056442818,-1.056442818,0,-2,-1,-1,0,-1.371973549,-0.342954801,-1.371973549,0,,,,
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,1.521217461,1.521217461,1.521217461,0,0.491869377,0.491869377,0.491869377,0,-0.134534559,-0.134534559,-0.134534559,0,0.427178829,0.427178829,1.580561667,0,-0.102597835,-1.333771858,-1.333771858,0,-0.722315119,-0.722315119,-0.722315119,0,2.162273118,1.218735758,-0.668338964,0.275198397,-2.055270768,-2.055270768,-1.174440439,0,-1.157940709,-1.157940709,-1.157940709,0,0,0,0,0,,,,
Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,0.640512615,0.640512615,0.640512615,0,-0.590243252,-1.672355881,0.491869377,0,-0.134534559,0.874474632,0.874474632,0,1.580561667,0.427178829,1.580561667,0,1.128576187,-0.102597835,1.128576187,0,1.805787796,0.541736339,0.541736339,0,0.275198397,1.218735758,-0.668338964,0.275198397,0.58722022,0.58722022,1.468050549,0,1.427229246,1.427229246,1.750375491,0,1.016034196,-0.127132855,1.016034196,0,,,,
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,1.521217461,0.640512615,1.521217461,0,0.491869377,-0.590243252,0.491869377,0,-0.134534559,-0.134534559,-0.134534559,0,-0.726204009,-0.726204009,0.427178829,0,-0.102597835,-1.333771858,-0.102597835,0,-0.722315119,0.541736339,0.541736339,0,0.275198397,-1.611876325,-1.611876325,0.275198397,-0.29361011,0.58722022,0.58722022,0,-0.51164822,-0.51164822,-0.51164822,0,-1.269957024,-1.269957024,-1.269957024,0,,,,
Hines Ward,Kym Johnson,Athlete,,South Korea,35,12,1st Place,1,0.640512615,0.640512615,0.640512615,0,1.573982006,0.491869377,1.573982006,0,1.883483823,0.874474632,0.874474632,0,1.580561667,0.427178829,0.427178829,0,1.128576187,1.128576187,1.128576187,0,0.541736339,0.541736339,0.541736339,0,0.275198397,0.275198397,0.275198397,2.162273118,0.58722022,0.58722022,0.58722022,0,0.134644269,0.134644269,0.134644269,0,1.016034196,-0.127132855,1.016034196,0,,,,
Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,12,Eliminated Week 4,9,-0.240192231,-1.120897077,-0.240192231,0,-0.590243252,-1.672355881,-0.590243252,0,-0.134534559,-1.14354375,-0.134534559,0,-0.726204009,-0.726204009,-0.726204009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,12,Eliminated Week 6,7,0.640512615,-0.240192231,-0.240192231,0,1.573982006,0.491869377,1.573982006,0,-0.134534559,-0.134534559,-0.134534559,0,0.427178829,-0.726204009,0.427178829,0,1.128576187,-0.102597835,1.128576187,0,-1.986366576,-0.722315119,-1.986366576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,12,Eliminated Week 5,8,-0.240192231,-0.240192231,-0.240192231,0,-0.590243252,-0.590243252,-0.590243252,0,0.874474632,1.883483823,0.874474632,0,0.427178829,-0.726204009,0.427178829,0,-1.333771858,-1.333771858,-0.102597835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,12,Eliminated Week 2,11,-1.120897077,-2.001601923,-2.001601923,0,-0.590243252,-1.672355881,-0.590243252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,0.640512615,-0.240192231,-0.240192231,0,0.491869377,1.573982006,1.573982006,0,-0.134534559,-1.14354375,-0.134534559,0,-0.726204009,0.427178829,0.427178829,0,1.128576187,-0.102597835,1.128576187,0,1.805787796,0.541736339,0.541736339,0,-0.668338964,0.275198397,-1.611876325,-0.668338964,-0.29361011,0.58722022,-0.29361011,0,0,0,0,0,0,0,0,0,,,,
Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,12,Eliminated Week 3,10,-1.120897077,-2.001601923,-1.120897077,0,-0.590243252,-1.672355881,-0.590243252,0,-2.152552941,-2.152552941,-2.152552941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,12,Eliminated Week 7,6,-0.240192231,-0.240192231,-0.240192231,0,0.491869377,-0.590243252,-0.590243252,0,0.874474632,-0.134534559,0.874474632,0,-1.879586847,-1.879586847,-1.879586847,0,-0.102597835,-1.333771858,-1.333771858,0,-0.722315119,-0.722315119,0.541736339,0,-0.668338964,-0.668338964,-0.668338964,0.275198397,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,,Italy,33,13,Eliminated Week 2,11,-1.073930965,-1.073930965,-1.073930965,0,0.327692768,0.327692768,0.327692768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,-0.029025161,-0.029025161,-0.029025161,0,-1.024039901,-1.024039901,-1.024039901,0,0.11496025,0.11496025,0.11496025,0,0.268437746,-0.766964989,0.268437746,0,0.176776695,1.237436867,0.176776695,0,0.070977344,-0.674284769,0.070977344,0,-0.242535625,-1.115663875,-0.242535625,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,1.015880642,-0.029025161,1.015880642,0,1.679425437,0.327692768,1.679425437,0,1.264562748,1.264562748,1.264562748,0,2.339243216,1.303840481,2.339243216,0,0.176776695,0.176776695,0.176776695,0,1.56150157,0.816239457,1.56150157,0,1.503720875,0.630592625,1.503720875,0,-0.154074243,-0.154074243,0.423704169,0,0.784755783,1.194190023,1.194190023,0,-0.432936921,-0.432936921,-0.432936921,0,,,,
J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,2.060786446,1.015880642,1.015880642,0,0.327692768,0.327692768,1.679425437,0,1.264562748,0.11496025,1.264562748,0,0.268437746,1.303840481,1.303840481,0,1.237436867,1.237436867,2.298097039,0,1.56150157,0.816239457,1.56150157,0,0.630592625,-1.115663875,-0.242535625,0,1.579260992,1.579260992,1.579260992,0,-0.30704156,-0.7164758,-0.30704156,0,-0.432936921,-1.732267311,2.164944418,0,,,,
Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,13,Eliminated Week 1,12,-1.073930965,-2.118836768,-1.073930965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,1.015880642,1.015880642,1.015880642,0,-1.024039901,0.327692768,-1.024039901,0,0.11496025,0.11496025,0.11496025,0,0.268437746,0.268437746,0.268437746,0,0.176776695,0.176776695,0.176776695,0,-0.674284769,-1.419546882,-0.674284769,0,0.630592625,-0.242535625,0.630592625,0,-0.154074243,0.423704169,-0.154074243,0,-1.39892079,-1.39892079,-1.39892079,0,0,0,0,0,,,,
Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,Eliminated Week 4,9,2.060786446,1.015880642,1.015880642,0,0.327692768,0.327692768,0.327692768,0,0.11496025,1.264562748,1.264562748,0,-0.766964989,-0.766964989,-0.766964989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,13,Eliminated Week 3,10,1.015880642,-0.029025161,-0.029025161,0,1.679425437,0.327692768,0.327692768,0,0.11496025,0.11496025,0.11496025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,13,Eliminated Week 5,8,-0.029025161,-1.073930965,-0.029025161,0,-1.024039901,-1.024039901,-1.024039901,0,0.11496025,-1.034642248,0.11496025,0,-0.766964989,-1.802367724,-0.766964989,0,-1.944543648,-1.944543648,-0.883883476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,13,Eliminated Week 6,7,-0.029025161,-1.073930965,-0.029025161,0,-1.024039901,-2.37577257,-1.024039901,0,-2.184244746,-2.184244746,-2.184244746,0,-0.766964989,-0.766964989,-0.766964989,0,-0.883883476,-0.883883476,-0.883883476,0,-0.674284769,-1.419546882,-1.419546882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,13,Eliminated Week 8,5,-1.073930965,-1.073930965,-0.029025161,0,-1.024039901,1.679425437,0.327692768,0,-1.034642248,-1.034642248,-1.034642248,0,-0.766964989,-0.766964989,-0.766964989,0,-0.883883476,-0.883883476,0.176776695,0,0.816239457,-0.674284769,0.070977344,0,-1.115663875,-1.988792125,-1.115663875,0,-1.309631067,-1.887409479,-1.309631067,0,0,0,0,0,0,0,0,0,,,,
Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,13,2nd Place,2,-0.029025161,-1.073930965,-1.073930965,0,0.327692768,0.327692768,0.327692768,0,0.11496025,0.11496025,0.11496025,0,0.268437746,0.268437746,0.268437746,0,1.237436867,0.176776695,0.176776695,0,0.070977344,-0.674284769,-0.674284769,0,1.503720875,-0.242535625,0.630592625,0,-0.154074243,-0.154074243,-0.154074243,0,1.057684647,0.648250408,0.648250408,0,0.433023525,0.433023525,0.433023525,0,,,,
William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,14,3rd Place,3,0.625543242,0.625543242,0.625543242,0,1.432078021,-0.442642297,1.432078021,0,0.784151527,0.784151527,2.30632802,0,-0.908445381,-0.908445381,0.276483377,0,1.406261033,0.580846948,1.406261033,0,0.75860312,0.151734784,1.365471455,0,0.429477845,-0.390434405,0.429477845,0,0.780868809,0.780868809,0.780868809,0,-0.242535625,-0.242535625,1.212678125,0,0.534522484,-1.870828693,0.534522484,0,,,,
Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,14,Eliminated Week 3,11,0.625543242,-0.625543242,0.625543242,0,-0.442642297,-0.442642297,-0.442642297,0,-0.738024966,-0.738024966,-0.738024966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,14,Eliminated Week 4,10,0.625543242,-0.625543242,0.625543242,0,0.494717862,-0.442642297,0.494717862,0,-0.738024966,-0.738024966,-0.738024966,0,-0.908445381,-0.908445381,-0.908445381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,Eliminated Week 7,7,1.876629727,0.625543242,1.876629727,0,-0.442642297,-0.442642297,0.494717862,0,0.784151527,-0.738024966,-0.738024966,0,0.276483377,-0.908445381,-0.908445381,0,-0.244567136,-0.244567136,-0.244567136,0,1.163141552,0.556273217,1.163141552,0,0.429477845,-1.210346655,-0.390434405,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,14,Eliminated Week 8,6,0.625543242,-0.625543242,0.625543242,0,1.432078021,0.494717862,1.432078021,0,-0.738024966,-0.738024966,0.784151527,0,1.461412135,0.276483377,1.461412135,0,0.580846948,-0.244567136,0.580846948,0,-1.26433179,-0.657463454,-0.657463454,0,1.249390095,-1.210346655,-0.390434405,0,0.780868809,-0.156173762,0.780868809,0,0,0,0,0,0,0,0,0,,,,
Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,Eliminated Week 8,5,-0.625543242,-1.876629727,-0.625543242,0,-0.442642297,-1.380002456,-0.442642297,0,-0.738024966,-0.738024966,-0.738024966,0,-0.908445381,0.276483377,-0.908445381,0,-1.069981221,-1.069981221,-1.069981221,0,-0.455133551,-0.455133551,-0.455133551,0,-1.210346655,-2.030258905,-1.210346655,0,-1.093216333,-1.093216333,-1.093216333,0,0,0,0,0,0,0,0,0,,,,
Martina Navratilova,Tony Dovolani,Athlete,,Czechoslovakia,55,14,Eliminated Week 2,12,-0.625543242,-1.876629727,-0.625543242,0,-1.380002456,-2.317362615,-1.380002456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,14,1st Place,1,-0.625543242,-0.625543242,-0.625543242,0,0.494717862,0.494717862,0.494717862,0,0.784151527,-0.738024966,0.784151527,0,1.461412135,1.461412135,1.461412135,0,1.406261033,-0.244567136,0.580846948,0,0.354004,0.354004,0.354004,0,0.429477845,-0.390434405,0.429477845,0,0.780868809,-0.156173762,-0.156173762,0,-0.242535625,-1.697749375,1.212678125,0,0.534522484,-1.870828693,0.534522484,0,,,,
Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,14,Eliminated Week 5,9,-0.625543242,-1.876629727,-0.625543242,0,-0.442642297,-0.442642297,-0.442642297,0,-0.738024966,-0.738024966,-0.738024966,0,0.276483377,0.276483377,-0.908445381,0,-1.895395306,-1.895395306,-1.069981221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,14,Eliminated Week 6,8,0.625543242,-0.625543242,0.625543242,0,-0.442642297,-2.317362615,-0.442642297,0,-0.738024966,-0.738024966,-0.738024966,0,-0.908445381,-2.09337414,-0.908445381,0,-1.069981221,-1.069981221,-0.244567136,0,-1.668870222,-1.668870222,-1.668870222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,14,2nd Place,2,1.876629727,0.625543242,1.876629727,0,1.432078021,0.494717862,1.432078021,0,2.30632802,0.784151527,2.30632802,0,0.276483377,0.276483377,0.276483377,0,1.406261033,0.580846948,1.406261033,0,1.567740671,0.960872336,1.567740671,0,1.249390095,-0.390434405,0.429477845,0,-0.156173762,-0.156173762,0.780868809,0,-0.242535625,-1.697749375,-0.242535625,0,0.534522484,0.534522484,0.534522484,0,,,,
Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,14,Eliminated Week 9,4,-0.625543242,-0.625543242,-0.625543242,0,0.494717862,0.494717862,1.432078021,0,0.784151527,0.784151527,0.784151527,0,1.461412135,0.276483377,1.461412135,0,0.580846948,0.580846948,0.580846948,0,-0.85973267,-0.252864335,-0.252864335,0,2.069302345,0.429477845,1.249390095,0,0.780868809,-2.967301476,0.780868809,0,1.212678125,-0.242535625,1.212678125,0,0,0,0,0,,,,
Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,15,Eliminated Week 8,6,1.3239266,1.3239266,1.3239266,0,1.162476387,1.162476387,1.162476387,0,0.153284835,0.153284835,0.153284835,0,1.381402058,0.735551745,1.381402058,1.381402058,0.5737463,-0.024945491,0.5737463,0,-0.753778361,-0.753778361,0.150755672,0,-0.311719396,-0.311719396,-0.311719396,0,0.019516044,0.94008417,0.530799581,0,0,0,0,0,0,0,0,0,,,,
Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,15,Eliminated Week 6,8,0.596699313,0.596699313,0.596699313,0,1.85996222,1.162476387,1.162476387,0,0.153284835,0.153284835,0.153284835,0,0.089701432,0.089701432,-0.55614888,0.089701432,1.172438091,1.172438091,1.172438091,0,1.055289706,1.055289706,1.055289706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,15,Eliminated Week 8,7,-0.857755262,-1.584982549,-0.857755262,0,-0.92998111,-0.92998111,-0.92998111,0,-0.858395075,-0.858395075,-0.858395075,0,-1.847849506,-1.847849506,-1.847849506,-1.847849506,-1.222329073,-1.222329073,-1.222329073,0,0.150755672,-1.658312395,0.150755672,0,-1.911700538,-1.911700538,-1.911700538,0,-1.821620207,-1.821620207,-1.821620207,0,0,0,0,0,0,0,0,0,,,,
Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,15,3rd Place,3,-0.130527975,-0.130527975,0.596699313,0,-0.232495277,-0.92998111,-0.232495277,0,1.164964745,1.164964745,1.164964745,0,0.089701432,0.735551745,0.735551745,0.735551745,-1.821020864,-1.821020864,-1.222329073,0,-0.753778361,-0.753778361,-0.753778361,0,0.415616165,0.415616165,0.415616165,0,0.019516044,-0.287401369,0.019516044,0,-1.670499815,-0.179001298,-1.073739339,0,-0.480893209,-0.480893209,0.755530343,0,,,,
Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,15,Eliminated Week 9,5,0.596699313,-0.130527975,0.596699313,0,1.162476387,0.464990555,0.464990555,0,1.164964745,-0.858395075,0.153284835,0,-0.55614888,0.089701432,-0.55614888,-0.55614888,-0.623637282,1.172438091,0.5737463,0,1.055289706,1.055289706,1.055289706,0,-0.45711669,-0.45711669,-0.45711669,0,0.530799581,0.019516044,0.94008417,0,-0.179001298,0.268501947,1.013982757,0,0,0,0,0,,,,
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,15,Eliminated Week 9,4,1.3239266,2.051153887,1.3239266,0,-0.232495277,-0.232495277,-0.232495277,0,0.153284835,-0.858395075,0.153284835,0,0.089701432,0.089701432,0.089701432,0.089701432,-0.024945491,-0.024945491,0.5737463,0,-1.658312395,-1.658312395,0.150755672,0,-0.602601257,0.270131598,0.270131598,0,0.019516044,0.530799581,0.530799581,0,-1.073739339,-1.073739339,-1.073739339,0,0,0,0,0,,,,
Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,15,2nd Place,2,1.3239266,-0.857755262,0.596699313,0,1.162476387,0.464990555,1.162476387,0,1.164964745,-0.858395075,2.176644655,0,1.381402058,0.735551745,1.381402058,1.381402058,-0.024945491,-0.623637282,1.771129882,0,0.150755672,-1.658312395,1.055289706,0,0.997379885,0.997379885,0.997379885,0,0.94008417,-2.12853762,0.019516044,0,0.268501947,1.610743233,1.610743233,0,-0.480893209,-2.334972091,0.755530343,0,,,,
Pamela Anderson,Tristan MacManus,Model,,Canada,45,15,Eliminated Week 1,13,-2.312209836,-2.312209836,-1.584982549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,15,Eliminated Week 3,10,-0.130527975,0.596699313,-0.130527975,0,0.464990555,-0.232495277,-0.232495277,0,0.153284835,0.153284835,0.153284835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,15,Eliminated Week 2,12,-0.857755262,-0.130527975,-0.130527975,0,-0.232495277,-0.232495277,-0.232495277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,15,Eliminated Week 3,11,-0.130527975,-0.130527975,0.596699313,0,-0.232495277,-0.232495277,-0.232495277,0,-0.858395075,-0.858395075,-0.858395075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,15,Eliminated Week 4,9,-0.857755262,-0.857755262,-0.857755262,0,-2.324952775,-2.324952775,-2.324952775,0,-1.870074985,-1.870074985,-1.870074985,0,-1.201999193,-1.201999193,-1.201999193,-1.201999193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,15,1st Place,1,-0.130527975,-0.130527975,-0.130527975,0,0.464990555,0.464990555,-0.232495277,0,1.164964745,1.164964745,1.164964745,0,0.089701432,0.089701432,0.735551745,0.735551745,-0.024945491,0.5737463,0.5737463,0,0.150755672,1.055289706,1.055289706,0,1.579230879,1.142864452,1.142864452,0,0.94008417,0.94008417,0.94008417,0,0.268501947,1.013982757,0.268501947,0,0.755530343,0.755530343,0.755530343,0,,,,
Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,0.654476952,-0.369921756,0.654476952,0,-0.633750222,0.181071492,0.181071492,0,-0.098286019,-0.098286019,-0.098286019,0,0.490511472,-0.429197538,0.490511472,0,-0.585707413,-0.585707413,-0.585707413,0,-0.451929511,0.186088622,-0.451929511,0,-0.48507125,0.151584766,-0.48507125,0,-0.649758995,-0.649758995,-0.649758995,0,-1.625209017,-1.625209017,-1.625209017,0,0,0,0,0,,,,
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,1.67887566,1.67887566,1.67887566,0,1.810714921,0.995893206,1.810714921,0,1.253227833,1.253227833,1.253227833,0,1.410220481,0.490511472,1.410220481,0,1.786407609,0.995702602,1.786407609,0,0.824106755,0.824106755,0.824106755,0,0.788240781,0.788240781,0.788240781,0,0.875762124,1.384269164,0.875762124,0,-0.722315119,-0.722315119,0.18057878,0,0.832046027,0.832046027,0.832046027,0,,,,
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,0.654476952,0.654476952,0.654476952,0,-1.448571937,-1.448571937,-1.448571937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,-0.369921756,-0.369921756,-0.369921756,0,-0.633750222,-0.633750222,-0.633750222,0,0.71265473,-0.098286019,0.71265473,0,-1.348906547,-1.348906547,-1.348906547,0,-0.585707413,-0.585707413,-0.585707413,0,-1.727965776,-1.089947644,-1.727965776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,0.654476952,0.654476952,0.654476952,0,0.995893206,0.995893206,0.995893206,0,-0.098286019,0.71265473,0.71265473,0,1.410220481,1.410220481,1.410220481,0,0.204997594,0.204997594,0.995702602,0,0.824106755,1.462124888,0.824106755,0,1.424896797,0.788240781,1.424896797,0,0.367255084,0.875762124,0.875762124,0,1.083472678,0.18057878,1.083472678,0,-0.831990559,-0.831990559,0.832046027,0,,,,
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,0.654476952,-0.369921756,0.654476952,0,0.995893206,0.181071492,0.995893206,0,1.253227833,1.253227833,1.253227833,0,0.490511472,0.490511472,0.490511472,0,0.995702602,0.204997594,0.995702602,0,-0.451929511,-0.451929511,-0.451929511,0,0.151584766,0.151584766,0.151584766,0,-0.141251955,0.367255084,-0.141251955,0,1.083472678,0.18057878,1.083472678,0,-1.386780357,-1.386780357,-1.386780357,0,,,,
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,-2.418719171,-2.418719171,-2.418719171,0,-1.448571937,-1.448571937,-0.633750222,0,-0.909226767,-1.720167516,-1.720167516,0,-0.429197538,-0.429197538,-0.429197538,0,-1.37641242,-1.37641242,-1.37641242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,-0.369921756,-1.394320463,-0.369921756,0,0.181071492,-0.633750222,0.181071492,0,-0.909226767,-0.909226767,-0.909226767,0,-0.429197538,-0.429197538,-0.429197538,0,-1.37641242,-1.37641242,-1.37641242,0,-1.089947644,-0.451929511,-1.089947644,0,-2.395039297,-1.758383282,-1.758383282,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,-0.369921756,-0.369921756,-0.369921756,0,-0.633750222,-0.633750222,-0.633750222,0,-1.720167516,-1.720167516,-1.720167516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
