celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score_norm,week1_judge2_score_norm,week1_judge3_score_norm,week1_judge4_score_norm,week2_judge1_score_norm,week2_judge2_score_norm,week2_judge3_score_norm,week2_judge4_score_norm,week3_judge1_score_norm,week3_judge2_score_norm,week3_judge3_score_norm,week3_judge4_score_norm,week4_judge1_score_norm,week4_judge2_score_norm,week4_judge3_score_norm,week4_judge4_score_norm,week5_judge1_score_norm,week5_judge2_score_norm,week5_judge3_score_norm,week5_judge4_score_norm,week6_judge1_score_norm,week6_judge2_score_norm,week6_judge3_score_norm,week6_judge4_score_norm,week7_judge1_score_norm,week7_judge2_score_norm,week7_judge3_score_norm,week7_judge4_score_norm,week8_judge1_score_norm,week8_judge2_score_norm,week8_judge3_score_norm,week8_judge4_score_norm,week9_judge1_score_norm,week9_judge2_score_norm,week9_judge3_score_norm,week9_judge4_score_norm,week10_judge1_score_norm,week10_judge2_score_norm,week10_judge3_score_norm,week10_judge4_score_norm,week11_judge1_score_norm,week11_judge2_score_norm,week11_judge3_score_norm,week11_judge4_score_norm,avg_judge_score,std_judge_score,min_judge_score,max_judge_score,score_range,score_trend,score_improvement,avg_judge_disagreement,max_judge_disagreement,performance_consistency,n_weeks_with_scores,total_judge_scores,score_trend_r2
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,0.715281698,0.715281698,1.560614613,1.560614613,0.562073743,-0.664268969,0.562073743,0.562073743,-0.019305883,-0.019305883,-0.019305883,-0.019305883,0.707106781,1.414213562,0.707106781,0.707106781,1.178511302,1.178511302,1.178511302,1.178511302,0.882121109,1.906519817,-0.142277598,-0.142277598,-0.749196645,-0.749196645,-0.10124279,-0.10124279,0.087917396,0.087917396,0.703339172,0.703339172,0.094072087,0.658504608,0.094072087,0.094072087,-0.169030851,0.507092553,0.507092553,-0.169030851,1.083908112,-0.492857482,1.083908112,-0.492857482,0.430244682,0.658822249,-0.749196645,1.906519817,2.655716462,-0.057952056,-0.84242284,0.275279207,0.961943319,0.489382179,11,44,0.154253164
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,-0.709475655,-0.709475655,-0.709475655,0.425685393,-0.255952418,-0.255952418,-0.255952418,-0.255952418,-0.934903424,-0.934903424,-0.934903424,-0.095398309,-1.119763354,-1.119763354,-1.119763354,-1.119763354,-0.607609576,-0.607609576,-0.607609576,-0.607609576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.626807577,0.411610348,-1.119763354,0.425685393,1.545448747,-0.12276593,-0.181924183,0.099667972,0.322147651,0.328254751,5,20,0.349682328
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,-0.709475655,-0.709475655,-0.709475655,0.425685393,0.860930862,0.860930862,0.860930862,0.860930862,0.744106807,0.744106807,0.744106807,0.744106807,1.866272257,0.870927053,1.866272257,1.866272257,0.098001545,0.098001545,0.803612665,0.803612665,1.190800752,-0.623752775,0.283523989,1.190800752,0.420341666,0.420341666,0.420341666,1.401138888,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.631925641,0.72025113,-0.709475655,1.866272257,2.575747912,0.081400144,1.091226365,0.247262002,0.754555198,0.606013737,7,28,0.084196141
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,1.56084644,0.425685393,1.56084644,1.56084644,0.860930862,0.860930862,0.860930862,0.860930862,1.583611922,-0.095398309,1.583611922,1.583611922,-0.12441815,-0.12441815,0.870927053,0.870927053,1.509223786,0.803612665,0.803612665,1.509223786,2.098077515,-0.623752775,1.190800752,2.098077515,-0.070056944,0.910740277,-0.070056944,-0.070056944,1.189826153,0.187867287,1.189826153,1.189826153,0.774596669,0.774596669,0.774596669,0.774596669,0.707106781,0.707106781,0.707106781,0.707106781,,,,,0.861850208,0.636666695,-0.623752775,2.098077515,2.72183029,-0.044948196,-0.569949397,0.366088964,1.646302251,0.366127096,10,40,0.138156787
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,1.56084644,1.56084644,1.56084644,1.56084644,0.860930862,0.860930862,0.860930862,0.860930862,0.744106807,1.583611922,0.744106807,0.744106807,0.870927053,-0.12441815,0.870927053,0.870927053,1.509223786,0.803612665,1.509223786,1.509223786,0.283523989,-0.623752775,-0.623752775,1.190800752,-0.560455555,0.420341666,0.420341666,0.420341666,1.189826153,1.189826153,1.189826153,1.189826153,0.774596669,-1.290994449,-1.290994449,0.774596669,0.707106781,0.707106781,0.707106781,0.707106781,,,,,0.720125335,0.737673538,-1.290994449,1.583611922,2.874606371,-0.102759462,-0.853739659,0.296561021,1.422222222,0.585128121,10,40,0.282717793
Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,0.425685393,0.425685393,1.56084644,1.56084644,1.977814142,0.860930862,0.860930862,1.977814142,1.583611922,0.744106807,1.583611922,0.744106807,0.870927053,-0.12441815,0.870927053,1.866272257,0.803612665,0.803612665,1.509223786,1.509223786,1.190800752,-0.623752775,0.283523989,1.190800752,1.646338194,0.665540972,0.665540972,1.646338194,0.68884672,0.68884672,0.68884672,0.68884672,0.774596669,0.774596669,0.774596669,0.774596669,0,0,0,0,,,,,0.970396579,0.574122303,-0.623752775,1.977814142,2.601566917,-0.057377963,-0.218669247,0.331323248,0.754555198,0.28454168,9,36,0.304971835
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,-0.709475655,-0.709475655,0.425685393,0.425685393,-0.255952418,-0.255952418,-0.255952418,-0.255952418,-0.934903424,-0.934903424,-0.934903424,-0.934903424,-1.119763354,-1.119763354,-0.12441815,-0.12441815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.488710431,0.506270366,-1.119763354,0.425685393,1.545448747,-0.211953787,-0.480195621,0.18994189,0.429530202,0.361172001,4,16,0.573988195
Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,0.425685393,0.425685393,0.425685393,0.425685393,-0.255952418,-0.255952418,-0.255952418,-0.255952418,-0.095398309,-0.095398309,0.744106807,-0.095398309,-0.12441815,0.870927053,-0.12441815,0.870927053,-1.313220697,-1.313220697,-1.313220697,-1.313220697,-0.623752775,-1.531029538,-0.623752775,-0.623752775,-2.031651388,-1.050854166,-1.050854166,-1.050854166,-1.315071011,-1.315071011,-0.313112146,-1.315071011,0,0,0,0,0,0,0,0,,,,,-0.483370254,0.778239947,-2.031651388,0.870927053,2.902578441,-0.240642822,-1.490266688,0.150461067,0.330237358,0.735922994,8,32,0.641552688
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,-0.709475655,-1.844636702,-1.844636702,-0.709475655,-0.255952418,-1.372835699,-0.255952418,-1.372835699,-0.934903424,-1.774408539,-1.774408539,-0.934903424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-1.148702073,0.597221008,-1.844636702,-0.255952418,1.588684284,-0.038799902,-0.077599803,0.360087523,0.429530201,0.292107546,3,12,0.017643132
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,0.425685393,-0.709475655,-0.709475655,0.425685393,-0.255952418,-1.372835699,-0.255952418,-0.255952418,-0.095398309,-0.095398309,0.744106807,0.744106807,-0.12441815,-0.12441815,-0.12441815,-0.12441815,-0.607609576,-0.607609576,-0.607609576,-0.607609576,-0.623752775,-1.531029538,-0.623752775,0.283523989,1.401138888,-0.560455555,0.420341666,0.420341666,-0.814091578,-1.315071011,-0.814091578,-0.814091578,-1.290994449,-1.290994449,-1.290994449,-1.290994449,-1.414213562,-1.414213562,-1.414213562,-1.414213562,,,,,-0.49326974,0.726769607,-1.531029538,1.401138888,2.932168426,-0.1299511,-1.272318431,0.222913152,0.641308793,0.621650443,10,40,0.400570411
Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,-0.709475655,-1.844636702,-1.844636702,-0.709475655,0.860930862,-0.255952418,0.860930862,0.860930862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.347673068,1.142315038,-1.844636702,0.860930862,2.705567564,1.858766221,1.858766221,0.370693633,0.429530201,1.314346199,2,8,1
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,0.425685393,-0.709475655,-0.709475655,-0.709475655,-0.255952418,-0.255952418,-0.255952418,-0.255952418,-0.934903424,-1.774408539,-1.774408539,-0.934903424,-0.12441815,-1.119763354,-1.119763354,-0.12441815,-0.607609576,-1.313220697,-0.607609576,-0.607609576,0.283523989,-1.531029538,-0.623752775,-0.623752775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.677691613,0.572920382,-1.774408539,0.425685393,2.200093932,-0.052627186,-0.198067382,0.260091189,0.548767417,0.378670515,6,24,0.067602904
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,0.425685393,-0.709475655,-0.709475655,0.425685393,-2.489718979,-1.372835699,-2.489718979,-2.489718979,-0.095398309,-0.095398309,-0.095398309,-0.095398309,-1.119763354,-2.115108558,-1.119763354,-1.119763354,-0.607609576,-1.313220697,-0.607609576,-0.607609576,0.283523989,-1.531029538,0.283523989,0.283523989,-1.050854166,-2.031651388,-1.050854166,-1.050854166,-0.814091578,-1.315071011,-0.313112146,-0.814091578,0,0,0,0,0,0,0,0,,,,,-0.860082882,0.851196508,-2.489718979,0.425685393,2.915404372,0.002705802,-0.672196447,0.293062404,0.823151126,0.742272155,8,32,7.97E-05
Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,Eliminated Week 4,10,-0.964170668,-0.964170668,-0.964170668,0,-1.434248197,-1.434248197,-1.434248197,0,-1.333771858,-0.512989176,-1.333771858,-1.333771858,-2.147317529,-1.398253274,-2.147317529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.338649975,0.451049465,-2.147317529,-0.512989176,1.634328353,-0.249470432,-0.933458776,0.088863368,0.187032419,0.410177585,4,13,0.616514166
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,0.403198643,0.403198643,1.086883298,0,0.563454649,0.563454649,1.06288036,0,1.128576187,1.128576187,1.128576187,1.128576187,-0.64918902,-0.64918902,-0.64918902,0,1.310464128,1.310464128,1.310464128,1.310464128,-0.485551326,-1.184745236,-1.184745236,-0.485551326,-0.593390829,0.830747161,-0.593390829,0,0.43397552,-0.578724044,-0.578724044,0,1.224426384,1.224426384,1.224426384,0,0,0,0,0,0,0,0,0,0.37149478,0.878638973,-1.184745236,1.310464128,2.495209364,-0.053673313,0.593332856,0.157757492,0.676056338,0.82829897,9,30,0.03149226
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,1.086883298,1.086883298,0.403198643,0,0.563454649,0.563454649,0.563454649,0,-0.512989176,0.307793506,0.307793506,0.307793506,0.848939488,0.099875234,0.099875234,0,1.310464128,1.310464128,0.510858897,1.310464128,0.912836494,0.213642584,0.213642584,0.912836494,-0.593390829,2.254885151,-0.593390829,0,0.43397552,0.43397552,0.43397552,0,-0.197488126,-0.197488126,-0.197488126,0,0.183597018,0.917985092,1.652373166,0,0.577350269,0.577350269,0.577350269,0,0.519033102,0.616804267,-0.593390829,2.254885151,2.84827598,-0.013418461,-0.281638144,0.370692037,2.704225353,0.371594759,11,36,0.014343626
Victor Espinoza,Karina Smirnoff,Athlete,,Mexico,43,21,Eliminated Week 2,12,-0.964170668,-0.964170668,-0.964170668,0,-0.435396774,-1.434248197,-0.435396774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.866258958,0.380172679,-1.434248197,-0.435396774,0.998851423,0.19582342,0.19582342,0.166284028,0.332568055,0.138468068,2,6,1
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,1.086883298,0.403198643,0.403198643,0,0.563454649,0.064028937,1.06288036,0,0.307793506,0.307793506,1.128576187,0.307793506,0.099875234,0.099875234,0.099875234,0,-0.288746333,-1.088351564,-1.088351564,-1.088351564,-0.485551326,-0.485551326,-1.184745236,-1.184745236,-0.593390829,-0.593390829,-2.017528819,0,-0.241090009,-1.253789573,-1.253789573,0,-0.908445381,-0.908445381,-0.908445381,0,-0.550791055,-0.550791055,-0.550791055,0,-1.732050808,-1.732050808,-1.732050808,0,-0.457944683,0.832796217,-2.017528819,1.128576187,3.146105006,-0.2068078,-2.363144336,0.174033149,0.676056338,0.789158762,11,36,0.755436124
Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,21,Eliminated Week 2,13,-0.964170668,-1.647855323,-1.647855323,0,-1.933673909,-1.933673909,-1.933673909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.676817173,0.376156554,-1.933673909,-0.964170668,0.969503241,-0.513713471,-0.513713471,0.077904118,0.155808236,0.363250279,2,6,1
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,0.403198643,0.403198643,0.403198643,0,0.563454649,0.563454649,0.064028937,0,-0.512989176,-0.512989176,0.307793506,-0.512989176,-0.64918902,0.099875234,0.099875234,0,0.510858897,0.510858897,0.510858897,0.510858897,0.912836494,0.912836494,0.912836494,0.912836494,0.830747161,0.830747161,-0.593390829,0,-0.578724044,-1.591423607,-1.591423607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137823533,0.719216075,-1.591423607,0.912836494,2.504260101,-0.089066106,-1.657055729,0.182063162,0.676056338,0.669352937,8,27,0.106234563
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,1.086883298,0.403198643,1.086883298,0,1.06288036,1.06288036,1.562306072,0,0.307793506,1.128576187,0.307793506,0.307793506,0.848939488,0.848939488,0.848939488,0,-1.088351564,-1.088351564,-0.288746333,-1.088351564,0.912836494,0.912836494,0.912836494,0.912836494,-0.593390829,-0.593390829,-0.593390829,0,-0.241090009,-0.241090009,0.771609554,0,-0.908445381,-1.619402636,-1.619402636,0,0,0,0,0,0,0,0,0,0.177445285,0.924922524,-1.619402636,1.562306072,3.181708708,-0.241885357,-2.241405297,0.119728182,0.341853468,0.925024187,9,30,0.51283097
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,1.086883298,1.086883298,1.086883298,0,0.563454649,0.563454649,0.563454649,0,1.128576187,1.128576187,1.128576187,1.128576187,0.848939488,0.848939488,0.848939488,0,0.510858897,0.510858897,-0.288746333,0.510858897,0.213642584,0.912836494,0.912836494,0.912836494,-0.593390829,-0.593390829,-0.593390829,0,1.784309118,1.784309118,1.784309118,0,-0.197488126,-0.197488126,0.513469129,0,-1.285179129,-1.285179129,-1.285179129,0,0.577350269,0.577350269,0.577350269,0,0.493774462,0.815773593,-1.285179129,1.784309118,3.069488247,-0.11130041,-0.509533029,0.040958809,0.168486739,0.848491324,11,36,0.189274193
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,0.403198643,0.403198643,0.403198643,0,1.06288036,0.064028937,0.563454649,0,-0.512989176,0.307793506,-0.512989176,0.307793506,0.848939488,0.848939488,0.848939488,0,-0.288746333,-0.288746333,-1.088351564,-1.088351564,-0.485551326,-0.485551326,-0.485551326,-0.485551326,-0.593390829,0.830747161,0.830747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058670391,0.65758041,-1.088351564,1.06288036,2.151231924,-0.100909125,-0.047164145,0.194738089,0.676056338,0.56766791,7,24,0.147461611
Bindi Irwin,Derek Hough,TV Personality,,Australia,17,21,1st Place,1,1.086883298,1.086883298,1.086883298,0,1.06288036,1.06288036,1.06288036,0,0.307793506,0.307793506,0.307793506,0.307793506,0.848939488,0.848939488,1.598003742,0,0.510858897,0.510858897,1.310464128,0.510858897,0.912836494,0.912836494,0.912836494,0.912836494,0.830747161,2.254885151,0.830747161,0,0.771609554,-0.241090009,-0.241090009,0,1.224426384,1.224426384,1.224426384,0,0.917985092,0.917985092,0.917985092,0,0.577350269,0.577350269,0.577350269,0,0.828773021,0.466458295,-0.241090009,2.254885151,2.49597516,-0.016245001,-0.509533029,0.124071305,0.676056338,0.384025219,11,36,0.019683969
Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,21,Withdrew,11,-1.647855323,-1.647855323,-1.647855323,0,-0.435396774,-0.934822486,-0.934822486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.208101286,0.51508945,-1.647855323,-0.435396774,1.212458549,0.879508074,0.879508074,0.041571007,0.083142014,0.621906123,2,6,1
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,Eliminated Week 6,9,-0.964170668,-0.964170668,-0.964170668,0,-0.435396774,-0.934822486,-0.934822486,0,-2.154554539,-2.154554539,-2.154554539,-2.154554539,-1.398253274,-1.398253274,-1.398253274,0,-1.088351564,-1.088351564,-1.887956795,-1.887956795,-1.883939146,-1.883939146,-1.883939146,-1.883939146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.499947859,0.529526255,-2.154554539,-0.435396774,1.719157765,-0.171484626,-0.919768478,0.049377476,0.213122842,0.527107611,6,21,0.370441686
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,Eliminated Week 3,11,-1.360618261,-1.360618261,-0.501280412,0,-1.459600898,-1.459600898,-1.459600898,0,-1.5612495,-1.5612495,-1.5612495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-1.36500757,0.333249065,-1.5612495,-0.501280412,1.059969088,-0.243538594,-0.487077189,0.082051282,0.246153846,0.256947408,3,9,0.89835318
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,0.358057437,-0.501280412,0.358057437,0,0.417028828,-0.521286035,-0.521286035,0,1.080865038,-0.240192231,-0.240192231,0,0.024119154,0.024119154,0.024119154,0.024119154,0.34299717,-1.714985851,-1.714985851,0.34299717,-0.491934955,-0.491934955,-0.491934955,0,-1.04257207,-1.04257207,0.208514414,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.252615806,0.677708827,-1.714985851,1.080865038,2.795850889,-0.12658785,-0.697154729,0.43640953,1.411764705,0.358801852,7,23,0.580873383
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,0.358057437,-0.501280412,0.358057437,0,0.417028828,0.417028828,0.417028828,0,1.080865038,-0.240192231,1.080865038,0,-0.940646987,-1.905413127,-0.940646987,-0.940646987,1.371988681,0.34299717,1.371988681,1.371988681,0.715541753,-0.491934955,-0.491934955,0,-2.293658555,-1.04257207,0.208514414,0,0.901155113,0.901155113,0.901155113,0,0,0,0,0,0,0,0,0,,,,,0.093326496,1.001409163,-2.293658555,1.371988681,3.665647236,-0.016481974,0.829543626,0.422062665,1.565217392,0.84931597,8,26,0.002259598
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,-1.360618261,-1.360618261,-1.360618261,0,0.417028828,-0.521286035,0.417028828,0,-0.240192231,-1.5612495,-0.240192231,0,-1.905413127,-1.905413127,-1.905413127,-1.905413127,-0.685994341,-0.685994341,-0.685994341,-0.685994341,-1.699411663,-1.699411663,-1.699411663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-1.063729099,0.766559427,-1.905413127,0.417028828,2.322441955,-0.151131146,-0.338793402,0.145868172,0.581730769,0.755034739,6,20,0.140230386
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,1.217395286,-0.501280412,0.358057437,0,0.417028828,-0.521286035,0.417028828,0,-0.240192231,-1.5612495,-0.240192231,0,0.024119154,0.024119154,0.024119154,0.024119154,0.34299717,-0.685994341,-0.685994341,-0.685994341,-0.491934955,-0.491934955,-0.491934955,0,-1.04257207,-1.04257207,0.208514414,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.244592776,0.608019471,-1.5612495,1.217395286,2.778644786,-0.138978149,-0.983600679,0.342873654,0.738461539,0.405636173,7,23,0.547805608
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,1.217395286,-0.501280412,0.358057437,0,-0.521286035,-0.521286035,0.417028828,0,-0.240192231,-1.5612495,-0.240192231,0,0.988885294,0.024119154,0.988885294,0.988885294,-0.685994341,-1.714985851,-1.714985851,-0.685994341,0.715541753,0.715541753,0.715541753,0,-1.04257207,-1.04257207,0.208514414,0,-0.573462344,-0.573462344,-0.573462344,0,-1.578410375,-1.578410375,-0.185695338,0,0,0,0,0,,,,,-0.282658546,0.893025316,-1.714985851,1.217395286,2.932381137,-0.115098514,-1.472229466,0.374177336,0.738461539,0.738932276,9,29,0.181966492
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,0.358057437,0.358057437,0.358057437,0,1.355343691,1.355343691,1.355343691,0,1.080865038,-0.240192231,1.080865038,0,0.988885294,0.988885294,0.988885294,0.988885294,0.34299717,0.34299717,-0.685994341,0.34299717,0.715541753,1.923018461,0.715541753,0,0.208514414,0.208514414,1.459600898,0,0.901155113,-0.573462344,-0.573462344,0,1.207019698,-0.185695338,1.207019698,0,1.500124984,-0.0001,1.500124984,0,,,,,0.674179241,0.680096592,-0.685994341,1.923018461,2.609012802,-0.01321166,0.641992552,0.397578472,0.750225001,0.45843575,10,32,0.007613235
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,-1.360618261,-2.21995611,-2.21995611,0,-1.459600898,-2.397915762,-2.397915762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-2.009327151,0.471964726,-2.397915762,-1.360618261,1.037297501,-0.15163398,-0.15163398,0.269816054,0.293478261,0.107221416,2,6,1
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,1.217395286,0.358057437,1.217395286,0,0.417028828,-0.521286035,0.417028828,0,1.080865038,1.080865038,2.401922307,0,0.024119154,0.024119154,0.988885294,0.988885294,1.371988681,2.400980192,1.371988681,1.371988681,-0.491934955,-0.491934955,0.715541753,0,1.459600898,0.208514414,1.459600898,0,0.901155113,-0.573462344,0.901155113,0,-0.185695338,-0.185695338,-0.185695338,0,-0.0001,-0.0001,-0.0001,0,,,,,0.616971158,0.810461153,-0.573462344,2.401922307,2.975384651,-0.097439934,-0.931049336,0.342889801,0.724832215,0.662920401,10,32,0.198044429
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,1.217395286,0.358057437,1.217395286,0,0.417028828,0.417028828,0.417028828,0,-0.240192231,-0.240192231,-0.240192231,0,0.988885294,0.988885294,0.988885294,0.988885294,0.34299717,0.34299717,0.34299717,0.34299717,-0.491934955,-0.491934955,-0.491934955,0,0.208514414,0.208514414,1.459600898,0,0.901155113,0.901155113,0.901155113,0,-1.578410375,-0.185695338,-0.185695338,0,-1.499874997,-0.0001,-1.499874997,0,,,,,0.212672713,0.786194723,-1.578410375,1.459600898,3.038011273,-0.127666989,-1.930899334,0.216421972,0.749775014,0.724845907,10,32,0.28436575
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,1.217395286,0.358057437,1.217395286,0,1.355343691,1.355343691,1.355343691,0,1.080865038,1.080865038,1.080865038,0,0.024119154,0.988885294,0.988885294,0.988885294,0.34299717,-0.685994341,-0.685994341,0.34299717,1.923018461,0.715541753,1.923018461,0,0.208514414,0.208514414,1.459600898,0,-2.048079801,-2.048079801,-0.573462344,0,1.207019698,1.207019698,1.207019698,0,0,0,0,0,,,,,0.613651739,1.009109157,-2.048079801,1.923018461,3.971098262,-0.129486378,0.276070362,0.284928866,0.724832215,0.960641108,9,29,0.136265871
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,0.358057437,0.358057437,0.358057437,0,0.417028828,-0.521286035,0.417028828,0,-0.240192231,-0.240192231,-0.240192231,0,-0.940646987,-0.940646987,-0.940646987,-0.940646987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.238170824,0.575839612,-0.940646987,0.417028828,1.357675815,-0.424056271,-1.298704424,0.073369565,0.293478261,0.563475632,4,13,0.943942305
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,-1.467276329,-0.377299627,-1.467276329,-0.377299627,-0.934538627,-0.934538627,-0.934538627,-0.934538627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.928413303,0.412024508,-1.467276329,-0.377299627,1.089976702,-0.012250649,-0.012250649,0.198008202,0.396016404,0.008662517,2,8,1
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,Eliminated Week 7,8,-0.377299627,-1.467276329,-1.467276329,-0.377299627,0.280361588,-0.934538627,-0.934538627,0.280361588,0.278592633,0.278592633,0.278592633,0.278592633,0.083918136,0.083918136,0.083918136,0,-0.822108307,-0.822108307,-0.822108307,0,-0.432218911,-1.347506016,-0.432218911,-0.432218911,-0.207778262,-1.157621746,-1.157621746,-0.207778262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.44125649,0.597794296,-1.467276329,0.280361588,1.747637917,-0.037494334,0.239587974,0.199740345,0.491994177,0.463659171,7,26,0.030516896
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,0.712677074,0.712677074,-0.377299627,0.712677074,0.280361588,-0.934538627,0.280361588,0.280361588,0.278592633,0.278592633,0.278592633,0.278592633,-0.839181358,-0.839181358,-0.839181358,0,0.763386285,0.763386285,0.763386285,0,-0.432218911,0.483068194,0.483068194,-0.432218911,-2.107465229,-1.157621746,-0.207778262,-1.157621746,-1.808064872,-1.104925929,-1.104925929,0,-0.919866211,-0.919866211,-0.919866211,-0.919866211,0,0,0,0,0,0,0,0,-0.293088089,0.814180343,-2.107465229,0.763386285,2.870851514,-0.189930759,-1.36004911,0.190169776,0.601468429,0.765335652,9,33,0.46190002
