celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score_norm,week1_judge2_score_norm,week1_judge3_score_norm,week1_judge4_score_norm,week2_judge1_score_norm,week2_judge2_score_norm,week2_judge3_score_norm,week2_judge4_score_norm,week3_judge1_score_norm,week3_judge2_score_norm,week3_judge3_score_norm,week3_judge4_score_norm,week4_judge1_score_norm,week4_judge2_score_norm,week4_judge3_score_norm,week4_judge4_score_norm,week5_judge1_score_norm,week5_judge2_score_norm,week5_judge3_score_norm,week5_judge4_score_norm,week6_judge1_score_norm,week6_judge2_score_norm,week6_judge3_score_norm,week6_judge4_score_norm,week7_judge1_score_norm,week7_judge2_score_norm,week7_judge3_score_norm,week7_judge4_score_norm,week8_judge1_score_norm,week8_judge2_score_norm,week8_judge3_score_norm,week8_judge4_score_norm,week9_judge1_score_norm,week9_judge2_score_norm,week9_judge3_score_norm,week9_judge4_score_norm,week10_judge1_score_norm,week10_judge2_score_norm,week10_judge3_score_norm,week10_judge4_score_norm,week11_judge1_score_norm,week11_judge2_score_norm,week11_judge3_score_norm,week11_judge4_score_norm,avg_judge_score,std_judge_score,min_judge_score,max_judge_score,score_range,score_trend,score_improvement,avg_judge_disagreement,max_judge_disagreement,performance_consistency,n_weeks_with_scores,total_judge_scores,score_trend_r2
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,-0.709475655,-0.709475655,-0.709475655,0.425685393,-0.255952418,-0.255952418,-0.255952418,-0.255952418,-0.934903424,-0.934903424,-0.934903424,-0.095398309,-1.119763354,-1.119763354,-1.119763354,-1.119763354,-0.607609576,-0.607609576,-0.607609576,-0.607609576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.6268075772499999,0.41161034776135463,-1.119763354,0.425685393,1.545448747,-0.1227659302,-0.18192418299999996,0.09966797215038108,0.3221476512241146,0.3282547512074773,5,20,0.34968232787442466
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,-0.709475655,-0.709475655,-0.709475655,0.425685393,0.860930862,0.860930862,0.860930862,0.860930862,0.744106807,0.744106807,0.744106807,0.744106807,1.866272257,0.870927053,1.866272257,1.866272257,0.098001545,0.098001545,0.803612665,0.803612665,1.190800752,-0.623752775,0.283523989,1.190800752,0.420341666,0.420341666,0.420341666,1.401138888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.6319256411428571,0.720251129829615,-0.709475655,1.866272257,2.575747912,0.08140014380357141,1.0912263645,0.24726200242066973,0.7545551983791756,0.606013736771169,7,28,0.08419614124022147
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,1.56084644,0.425685393,1.56084644,1.56084644,0.860930862,0.860930862,0.860930862,0.860930862,1.583611922,-0.095398309,1.583611922,1.583611922,-0.12441815,-0.12441815,0.870927053,0.870927053,1.509223786,0.803612665,0.803612665,1.509223786,2.098077515,-0.623752775,1.190800752,2.098077515,-0.070056944,0.910740277,-0.070056944,-0.070056944,1.189826153,0.187867287,1.189826153,1.189826153,0.774596669,0.774596669,0.774596669,0.774596669,0.707106781,0.707106781,0.707106781,0.707106781,,,,,0.8618502080999999,0.6366666948738058,-0.623752775,2.098077515,2.7218302899999998,-0.04494819581515151,-0.5699493972499998,0.3660889638717082,1.6463022505692184,0.3661270960999383,10,40,0.13815678722795668
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,1.56084644,1.56084644,1.56084644,1.56084644,0.860930862,0.860930862,0.860930862,0.860930862,0.744106807,1.583611922,0.744106807,0.744106807,0.870927053,-0.12441815,0.870927053,0.870927053,1.509223786,0.803612665,1.509223786,1.509223786,0.283523989,-0.623752775,-0.623752775,1.190800752,-0.560455555,0.420341666,0.420341666,0.420341666,1.189826153,1.189826153,1.189826153,1.189826153,0.774596669,-1.290994449,-1.290994449,0.774596669,0.707106781,0.707106781,0.707106781,0.707106781,,,,,0.720125334825,0.737673537939784,-1.290994449,1.583611922,2.874606371,-0.10275946206818182,-0.8537396589999999,0.29656102092955033,1.4222222222534968,0.5851281214543437,10,40,0.28271779270804726
Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,0.425685393,0.425685393,1.56084644,1.56084644,1.977814142,0.860930862,0.860930862,1.977814142,1.583611922,0.744106807,1.583611922,0.744106807,0.870927053,-0.12441815,0.870927053,1.866272257,0.803612665,0.803612665,1.509223786,1.509223786,1.190800752,-0.623752775,0.283523989,1.190800752,1.646338194,0.665540972,0.665540972,1.646338194,0.68884672,0.68884672,0.68884672,0.68884672,0.774596669,0.774596669,0.774596669,0.774596669,0.0,0.0,0.0,0.0,,,,,0.9703965792499996,0.574122302751238,-0.623752775,1.977814142,2.601566917,-0.05737796287916666,-0.21866924749999994,0.33132324777929967,0.7545551983791756,0.284541679615678,9,36,0.3049718345383095
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,-0.709475655,-0.709475655,0.425685393,0.425685393,-0.255952418,-0.255952418,-0.255952418,-0.255952418,-0.934903424,-0.934903424,-0.934903424,-0.934903424,-1.119763354,-1.119763354,-0.12441815,-0.12441815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.48871043125,0.5062703657053147,-1.119763354,0.425685393,1.545448747,-0.21195378690000002,-0.48019562099999996,0.18994189000185502,0.4295302016321528,0.3611720005584409,4,16,0.5739881953506633
Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,0.425685393,0.425685393,0.425685393,0.425685393,-0.255952418,-0.255952418,-0.255952418,-0.255952418,-0.095398309,-0.095398309,0.744106807,-0.095398309,-0.12441815,0.870927053,-0.12441815,0.870927053,-1.313220697,-1.313220697,-1.313220697,-1.313220697,-0.623752775,-1.531029538,-0.623752775,-0.623752775,-2.031651388,-1.050854166,-1.050854166,-1.050854166,-1.315071011,-1.315071011,-0.313112146,-1.315071011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.4833702540625,0.778239947321801,-2.031651388,0.870927053,2.9025784409999997,-0.240642821875,-1.49026668775,0.15046106728599223,0.3302373577117037,0.735922993568689,8,32,0.6415526877376317
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,-0.709475655,-1.844636702,-1.844636702,-0.709475655,-0.255952418,-1.372835699,-0.255952418,-1.372835699,-0.934903424,-1.774408539,-1.774408539,-0.934903424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-1.1487020728333333,0.5972210077936642,-1.844636702,-0.255952418,1.5886842840000002,-0.03879990150000001,-0.07759980300000002,0.36008752267940264,0.4295302008753788,0.29210754644827625,3,12,0.017643132364318255
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,0.425685393,-0.709475655,-0.709475655,0.425685393,-0.255952418,-1.372835699,-0.255952418,-0.255952418,-0.095398309,-0.095398309,0.744106807,0.744106807,-0.12441815,-0.12441815,-0.12441815,-0.12441815,-0.607609576,-0.607609576,-0.607609576,-0.607609576,-0.623752775,-1.531029538,-0.623752775,0.283523989,1.401138888,-0.560455555,0.420341666,0.420341666,-0.814091578,-1.315071011,-0.814091578,-0.814091578,-1.290994449,-1.290994449,-1.290994449,-1.290994449,-1.414213562,-1.414213562,-1.414213562,-1.414213562,,,,,-0.49326974020000003,0.7267696067632674,-1.531029538,1.401138888,2.932168426,-0.1299511001848485,-1.272318431,0.22291315223382288,0.6413087931347466,0.6216504426896341,10,40,0.40057041087525486
Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,-0.709475655,-1.844636702,-1.844636702,-0.709475655,0.860930862,-0.255952418,0.860930862,0.860930862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.34767306825000005,1.1423150380713416,-1.844636702,0.860930862,2.705567564,1.8587662205000002,1.8587662205000002,0.37069363308063424,0.4295302008753788,1.3143461991560395,2,8,1.0
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,0.425685393,-0.709475655,-0.709475655,-0.709475655,-0.255952418,-0.255952418,-0.255952418,-0.255952418,-0.934903424,-1.774408539,-1.774408539,-0.934903424,-0.12441815,-1.119763354,-1.119763354,-0.12441815,-0.607609576,-1.313220697,-0.607609576,-0.607609576,0.283523989,-1.531029538,-0.623752775,-0.623752775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.6776916125833333,0.5729203824127911,-1.774408539,0.425685393,2.200093932,-0.05262718554285713,-0.19806738175000005,0.2600911893690298,0.5487674170580233,0.3786705148800138,6,24,0.06760290426160691
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,0.425685393,-0.709475655,-0.709475655,0.425685393,-2.489718979,-1.372835699,-2.489718979,-2.489718979,-0.095398309,-0.095398309,-0.095398309,-0.095398309,-1.119763354,-2.115108558,-1.119763354,-1.119763354,-0.607609576,-1.313220697,-0.607609576,-0.607609576,0.283523989,-1.531029538,0.283523989,0.283523989,-1.050854166,-2.031651388,-1.050854166,-1.050854166,-0.814091578,-1.315071011,-0.313112146,-0.814091578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.86008288159375,0.8511965082904299,-2.489718979,0.425685393,2.9154043720000002,0.0027058018363095506,-0.6721964472499999,0.2930624042086239,0.8231511255870351,0.7422721551929359,8,32,7.972910452399065e-05
Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,Eliminated Week 4,10,-0.964170668,-0.964170668,-0.964170668,0.0,-1.434248197,-1.434248197,-1.434248197,0.0,-1.333771858,-0.512989176,-1.333771858,-1.333771858,-2.147317529,-1.398253274,-2.147317529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.338649975153846,0.45104946480221453,-2.147317529,-0.512989176,1.634328353,-0.24947043185,-0.9334587759999999,0.08886336803516998,0.18703241937290166,0.41017758485406114,4,13,0.6165141659863101
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,0.403198643,0.403198643,1.086883298,0.0,0.563454649,0.563454649,1.06288036,0.0,1.128576187,1.128576187,1.128576187,1.128576187,-0.64918902,-0.64918902,-0.64918902,0.0,1.310464128,1.310464128,1.310464128,1.310464128,-0.485551326,-1.184745236,-1.184745236,-0.485551326,-0.593390829,0.830747161,-0.593390829,0.0,0.43397552,-0.578724044,-0.578724044,0.0,1.224426384,1.224426384,1.224426384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37149478016666676,0.8786389734893834,-1.184745236,1.310464128,2.495209364,-0.05367331280555556,0.593332856,0.15775749235401643,0.6760563381870801,0.828298970090584,9,30,0.03149225966174791
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,1.086883298,1.086883298,0.403198643,0.0,0.563454649,0.563454649,0.563454649,0.0,-0.512989176,0.307793506,0.307793506,0.307793506,0.848939488,0.099875234,0.099875234,0.0,1.310464128,1.310464128,0.510858897,1.310464128,0.912836494,0.213642584,0.213642584,0.912836494,-0.593390829,2.254885151,-0.593390829,0.0,0.43397552,0.43397552,0.43397552,0.0,-0.197488126,-0.197488126,-0.197488126,0.0,0.183597018,0.917985092,1.652373166,0.0,0.577350269,0.577350269,0.577350269,0.0,0.5190331021944444,0.6168042667630048,-0.593390829,2.254885151,2.84827598,-0.013418461385606067,-0.2816381440000001,0.3706920372186255,2.70422535274832,0.3715947585355864,11,36,0.014343626491266633
Victor Espinoza,Karina Smirnoff,Athlete,,Mexico,43,21,Eliminated Week 2,12,-0.964170668,-0.964170668,-0.964170668,0.0,-0.435396774,-1.434248197,-0.435396774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8662589581666666,0.3801726785784773,-1.434248197,-0.435396774,0.9988514230000001,0.1958234196666666,0.1958234196666666,0.16628402753818752,0.33256805507637505,0.1384680679614391,2,6,1.0
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,1.086883298,0.403198643,0.403198643,0.0,0.563454649,0.064028937,1.06288036,0.0,0.307793506,0.307793506,1.128576187,0.307793506,0.099875234,0.099875234,0.099875234,0.0,-0.288746333,-1.088351564,-1.088351564,-1.088351564,-0.485551326,-0.485551326,-1.184745236,-1.184745236,-0.593390829,-0.593390829,-2.017528819,0.0,-0.241090009,-1.253789573,-1.253789573,0.0,-0.908445381,-0.908445381,-0.908445381,0.0,-0.550791055,-0.550791055,-0.550791055,0.0,-1.732050808,-1.732050808,-1.732050808,0.0,-0.45794468266666666,0.8327962171221055,-2.017528819,1.128576187,3.146105006,-0.20680779976212124,-2.3631443360000004,0.1740331493280762,0.6760563381870799,0.789158761510674,11,36,0.7554361239051884
Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,21,Eliminated Week 2,13,-0.964170668,-1.647855323,-1.647855323,0.0,-1.933673909,-1.933673909,-1.933673909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6768171734999997,0.37615655439863893,-1.933673909,-0.964170668,0.969503241,-0.5137134710000004,-0.5137134710000004,0.07790411791374482,0.15580823582748965,0.3632502789309791,2,6,1.0
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,0.403198643,0.403198643,0.403198643,0.0,0.563454649,0.563454649,0.064028937,0.0,-0.512989176,-0.512989176,0.307793506,-0.512989176,-0.64918902,0.099875234,0.099875234,0.0,0.510858897,0.510858897,0.510858897,0.510858897,0.912836494,0.912836494,0.912836494,0.912836494,0.830747161,0.830747161,-0.593390829,0.0,-0.578724044,-1.591423607,-1.591423607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13782353292592586,0.7192160754050433,-1.591423607,0.912836494,2.504260101,-0.08906610627182537,-1.657055729,0.18206316150801038,0.67605633818708,0.6693529373175809,8,27,0.10623456316299165
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,1.086883298,0.403198643,1.086883298,0.0,1.06288036,1.06288036,1.562306072,0.0,0.307793506,1.128576187,0.307793506,0.307793506,0.848939488,0.848939488,0.848939488,0.0,-1.088351564,-1.088351564,-0.288746333,-1.088351564,0.912836494,0.912836494,0.912836494,0.912836494,-0.593390829,-0.593390829,-0.593390829,0.0,-0.241090009,-0.241090009,0.771609554,0.0,-0.908445381,-1.619402636,-1.619402636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17744528489999994,0.9249225236261573,-1.619402636,1.562306072,3.181708708,-0.24188535749722223,-2.2414052973333334,0.1197281823622513,0.3418534683001303,0.9250241871084837,9,30,0.5128309700801286
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,1.086883298,1.086883298,1.086883298,0.0,0.563454649,0.563454649,0.563454649,0.0,1.128576187,1.128576187,1.128576187,1.128576187,0.848939488,0.848939488,0.848939488,0.0,0.510858897,0.510858897,-0.288746333,0.510858897,0.213642584,0.912836494,0.912836494,0.912836494,-0.593390829,-0.593390829,-0.593390829,0.0,1.784309118,1.784309118,1.784309118,0.0,-0.197488126,-0.197488126,0.513469129,0.0,-1.285179129,-1.285179129,-1.285179129,0.0,0.577350269,0.577350269,0.577350269,0.0,0.49377446225,0.8157735929503723,-1.285179129,1.784309118,3.069488247,-0.11130040999545454,-0.5095330290000001,0.0409588092168323,0.16848673947904502,0.8484913235322888,11,36,0.18927419251650357
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,0.403198643,0.403198643,0.403198643,0.0,1.06288036,0.064028937,0.563454649,0.0,-0.512989176,0.307793506,-0.512989176,0.307793506,0.848939488,0.848939488,0.848939488,0.0,-0.288746333,-0.288746333,-1.088351564,-1.088351564,-0.485551326,-0.485551326,-0.485551326,-0.485551326,-0.593390829,0.830747161,0.830747161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05867039141666667,0.6575804098671292,-1.088351564,1.06288036,2.151231924,-0.10090912495833333,-0.047164145333333296,0.19473808928556005,0.67605633818708,0.5676679097069132,7,24,0.1474616105339996
Bindi Irwin,Derek Hough,TV Personality,,Australia,17,21,1st Place,1,1.086883298,1.086883298,1.086883298,0.0,1.06288036,1.06288036,1.06288036,0.0,0.307793506,0.307793506,0.307793506,0.307793506,0.848939488,0.848939488,1.598003742,0.0,0.510858897,0.510858897,1.310464128,0.510858897,0.912836494,0.912836494,0.912836494,0.912836494,0.830747161,2.254885151,0.830747161,0.0,0.771609554,-0.241090009,-0.241090009,0.0,1.224426384,1.224426384,1.224426384,0.0,0.917985092,0.917985092,0.917985092,0.0,0.577350269,0.577350269,0.577350269,0.0,0.8287730209722222,0.46645829531232685,-0.241090009,2.254885151,2.49597516,-0.01624500077045455,-0.5095330290000001,0.12407130515648879,0.6760563381870799,0.3840252185327897,11,36,0.019683968790760294
Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,21,Withdrew,11,-1.647855323,-1.647855323,-1.647855323,0.0,-0.435396774,-0.934822486,-0.934822486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2081012858333333,0.5150894499205804,-1.647855323,-0.435396774,1.212458549,0.8795080743333333,0.8795080743333333,0.041571006967784485,0.08314201393556897,0.6219061234694221,2,6,1.0
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,Eliminated Week 6,9,-0.964170668,-0.964170668,-0.964170668,0.0,-0.435396774,-0.934822486,-0.934822486,0.0,-2.154554539,-2.154554539,-2.154554539,-2.154554539,-1.398253274,-1.398253274,-1.398253274,0.0,-1.088351564,-1.088351564,-1.887956795,-1.887956795,-1.883939146,-1.883939146,-1.883939146,-1.883939146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4999478585714285,0.5295262549180769,-2.154554539,-0.435396774,1.7191577649999998,-0.17148462621428576,-0.919768478,0.04937747595829278,0.21312284181418775,0.5271076113425927,6,21,0.3704416857414099
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,Eliminated Week 3,11,-1.360618261,-1.360618261,-0.501280412,0.0,-1.459600898,-1.459600898,-1.459600898,0.0,-1.5612495,-1.5612495,-1.5612495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-1.365007569777778,0.33324906487312034,-1.5612495,-0.501280412,1.059969088,-0.24353859433333336,-0.4870771886666667,0.08205128208043853,0.2461538462413156,0.25694740753308587,3,9,0.8983531802530502
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,0.358057437,-0.501280412,0.358057437,0.0,0.417028828,-0.521286035,-0.521286035,0.0,1.080865038,-0.240192231,-0.240192231,0.0,0.024119154,0.024119154,0.024119154,0.024119154,0.34299717,-1.714985851,-1.714985851,0.34299717,-0.491934955,-0.491934955,-0.491934955,0.0,-1.04257207,-1.04257207,0.208514414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.25261580613043483,0.6777088273946696,-1.714985851,1.080865038,2.795850889,-0.12658785008928572,-0.6971547293333334,0.43640953019048395,1.4117647049080955,0.3588018522886979,7,23,0.5808733827092197
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,0.358057437,-0.501280412,0.358057437,0.0,0.417028828,0.417028828,0.417028828,0.0,1.080865038,-0.240192231,1.080865038,0.0,-0.940646987,-1.905413127,-0.940646987,-0.940646987,1.371988681,0.34299717,1.371988681,1.371988681,0.715541753,-0.491934955,-0.491934955,0.0,-2.293658555,-1.04257207,0.208514414,0.0,0.901155113,0.901155113,0.901155113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.09332649565384615,1.0014091629730397,-2.293658555,1.371988681,3.665647236,-0.01648197367559524,0.8295436256666667,0.4220626645045971,1.5652173916985685,0.8493159698309096,8,26,0.0022595975863819945
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,-1.360618261,-1.360618261,-1.360618261,0.0,0.417028828,-0.521286035,0.417028828,0.0,-0.240192231,-1.5612495,-0.240192231,0.0,-1.905413127,-1.905413127,-1.905413127,-1.905413127,-0.685994341,-0.685994341,-0.685994341,-0.685994341,-1.699411663,-1.699411663,-1.699411663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-1.06372909925,0.7665594267956627,-1.905413127,0.417028828,2.322441955,-0.15113114648571432,-0.3387934020000001,0.1458681716724693,0.5817307693259128,0.7550347390486776,6,20,0.1402303862884033
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,1.217395286,-0.501280412,0.358057437,0.0,0.417028828,-0.521286035,0.417028828,0.0,-0.240192231,-1.5612495,-0.240192231,0.0,0.024119154,0.024119154,0.024119154,0.024119154,0.34299717,-0.685994341,-0.685994341,-0.685994341,-0.491934955,-0.491934955,-0.491934955,0.0,-1.04257207,-1.04257207,0.208514414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.24459277643478264,0.6080194709457147,-1.5612495,1.217395286,2.778644786,-0.1389781489375,-0.983600679,0.3428736544764913,0.7384615387239466,0.40563617300260374,7,23,0.5478056075319652
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,1.217395286,-0.501280412,0.358057437,0.0,-0.521286035,-0.521286035,0.417028828,0.0,-0.240192231,-1.5612495,-0.240192231,0.0,0.988885294,0.024119154,0.988885294,0.988885294,-0.685994341,-1.714985851,-1.714985851,-0.685994341,0.715541753,0.715541753,0.715541753,0.0,-1.04257207,-1.04257207,0.208514414,0.0,-0.573462344,-0.573462344,-0.573462344,0.0,-1.578410375,-1.578410375,-0.185695338,0.0,0.0,0.0,0.0,0.0,,,,,-0.28265854579310346,0.8930253158928165,-1.714985851,1.217395286,2.932381137,-0.11509851395555556,-1.4722294663333333,0.37417733619739396,0.7384615387239466,0.7389322762138733,9,29,0.1819664920407863
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,0.358057437,0.358057437,0.358057437,0.0,1.355343691,1.355343691,1.355343691,0.0,1.080865038,-0.240192231,1.080865038,0.0,0.988885294,0.988885294,0.988885294,0.988885294,0.34299717,0.34299717,-0.685994341,0.34299717,0.715541753,1.923018461,0.715541753,0.0,0.208514414,0.208514414,1.459600898,0.0,0.901155113,-0.573462344,-0.573462344,0.0,1.207019698,-0.185695338,1.207019698,0.0,1.500124984,-0.0001,1.500124984,0.0,,,,,0.6741792411875001,0.6800965922658697,-0.685994341,1.923018461,2.609012802,-0.013211659938888884,0.6419925523333332,0.3975784721559238,0.7502250008726,0.4584357500422943,10,32,0.007613235376495866
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,-1.360618261,-2.21995611,-2.21995611,0.0,-1.459600898,-2.397915762,-2.397915762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-2.0093271505,0.4719647256181585,-2.397915762,-1.360618261,1.0372975009999998,-0.15163398033333353,-0.15163398033333353,0.26981605378788087,0.29347826133444604,0.10722141575200772,2,6,1.0
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,1.217395286,0.358057437,1.217395286,0.0,0.417028828,-0.521286035,0.417028828,0.0,1.080865038,1.080865038,2.401922307,0.0,0.024119154,0.024119154,0.988885294,0.988885294,1.371988681,2.400980192,1.371988681,1.371988681,-0.491934955,-0.491934955,0.715541753,0.0,1.459600898,0.208514414,1.459600898,0.0,0.901155113,-0.573462344,0.901155113,0.0,-0.185695338,-0.185695338,-0.185695338,0.0,-0.0001,-0.0001,-0.0001,0.0,,,,,0.6169711582812499,0.8104611530962718,-0.573462344,2.401922307,2.9753846509999997,-0.09743993383888888,-0.9310493363333333,0.34288980054335294,0.7248322148297155,0.6629204014594855,10,32,0.19804442916139514
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,1.217395286,0.358057437,1.217395286,0.0,0.417028828,0.417028828,0.417028828,0.0,-0.240192231,-0.240192231,-0.240192231,0.0,0.988885294,0.988885294,0.988885294,0.988885294,0.34299717,0.34299717,0.34299717,0.34299717,-0.491934955,-0.491934955,-0.491934955,0.0,0.208514414,0.208514414,1.459600898,0.0,0.901155113,0.901155113,0.901155113,0.0,-1.578410375,-0.185695338,-0.185695338,0.0,-1.499874997,-0.0001,-1.499874997,0.0,,,,,0.21267271284375,0.7861947226364958,-1.578410375,1.459600898,3.038011273,-0.12766698879797977,-1.9308993343333332,0.2164219715027897,0.7497750138754502,0.7248459066609314,10,32,0.2843657503667817
